"filename", "language", "JSON", "JSON with Comments", "TypeScript", "JavaScript", "Handlebars", "Markdown", "comment", "blank", "total"
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\gateway\gatewayMoistureConditions\gatewayMoistureConditions.dto.ts", "TypeScript", 0, 0, 84, 0, 0, 0, 0, 10, 94
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\gateway\gatewayMoistureConditions\gatewayMoistureConditions.module.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 0, 4, 16
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\gateway\gatewayMoistureConditions\gatewayMoistureConditions.service.ts", "TypeScript", 0, 0, 63, 0, 0, 0, 4, 10, 77
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\localStrategies\jwt.strategy.ts", "TypeScript", 0, 0, 20, 0, 0, 0, 0, 3, 23
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\localStrategies\local.strategy.ts", "TypeScript", 0, 0, 19, 0, 0, 0, 1, 3, 23
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\smartRoot\smartRoot.controller.ts", "TypeScript", 0, 0, 47, 0, 0, 0, 0, 11, 58
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\smartRoot\smartRoot.dto.ts", "TypeScript", 0, 0, 56, 0, 0, 0, 0, 11, 67
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\smartRoot\smartRoot.module.ts", "TypeScript", 0, 0, 13, 0, 0, 0, 0, 5, 18
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\smartRoot\smartRoot.service.ts", "TypeScript", 0, 0, 54, 0, 0, 0, 4, 10, 68
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\smartRoot\smartRootDetailFirst\smartRootDetailFirst.controller.ts", "TypeScript", 0, 0, 47, 0, 0, 0, 0, 12, 59
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\smartRoot\smartRootDetailFirst\smartRootDetailFirst.dto.ts", "TypeScript", 0, 0, 63, 0, 0, 0, 0, 8, 71
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\smartRoot\smartRootDetailFirst\smartRootDetailFirst.module.ts", "TypeScript", 0, 0, 13, 0, 0, 0, 0, 4, 17
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\smartRoot\smartRootDetailFirst\smartRootDetailFirst.service.ts", "TypeScript", 0, 0, 54, 0, 0, 0, 4, 11, 69
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\smartRoot\smartRootDetailSecond\smartRootDetailSecond.controller.ts", "TypeScript", 0, 0, 47, 0, 0, 0, 0, 12, 59
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\smartRoot\smartRootDetailSecond\smartRootDetailSecond.dto.ts", "TypeScript", 0, 0, 63, 0, 0, 0, 0, 8, 71
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\smartRoot\smartRootDetailSecond\smartRootDetailSecond.module.ts", "TypeScript", 0, 0, 13, 0, 0, 0, 0, 4, 17
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\smartRoot\smartRootDetailSecond\smartRootDetailSecond.service.ts", "TypeScript", 0, 0, 54, 0, 0, 0, 4, 11, 69
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\users\auth\jwt-auth.guard.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 1, 5
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\users\contract\contractType\contractType.controller.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\users\contract\contractType\contractType.dto.ts", "TypeScript", 0, 0, 123, 0, 0, 0, 0, 12, 135
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\users\contract\contractType\contractType.module.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\users\contract\contractType\contractType.service.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\users\users.controller.ts", "TypeScript", 0, 0, 50, 0, 0, 0, 1, 9, 60
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\users\users.dto.ts", "TypeScript", 0, 0, 189, 0, 0, 0, 0, 9, 198
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\users\users.login.dto.ts", "TypeScript", 0, 0, 28, 0, 0, 0, 6, 11, 45
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\users\users.module.ts", "TypeScript", 0, 0, 24, 0, 0, 0, 0, 2, 26
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\users\users.service.ts", "TypeScript", 0, 0, 121, 0, 0, 0, 11, 23, 155
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\sensors\manuelValveStrategies\manuelValveStrategies.controller.ts", "TypeScript", 0, 0, 56, 0, 0, 0, 0, 10, 66
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\sensors\manuelValveStrategies\manuelValveStrategies.dto.ts", "TypeScript", 0, 0, 77, 0, 0, 0, 0, 10, 87
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\sensors\manuelValveStrategies\manuelValveStrategies.module.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 0, 5, 17
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\sensors\manuelValveStrategies\manuelValveStrategies.service.ts", "TypeScript", 0, 0, 64, 0, 0, 0, 4, 12, 80
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\sensors\pumpManagementTypes\pumpManagementTypes.controller.ts", "TypeScript", 0, 0, 49, 0, 0, 0, 0, 12, 61
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\sensors\pumpManagementTypes\pumpManagementTypes.dto.ts", "TypeScript", 0, 0, 60, 0, 0, 0, 0, 12, 72
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\sensors\pumpManagementTypes\pumpManagementTypes.module.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 0, 4, 16
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\sensors\pumpManagementTypes\pumpManagementTypes.service.ts", "TypeScript", 0, 0, 56, 0, 0, 0, 4, 14, 74
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\sensors\sensorCalibrationLogs\sensorCalibrationLog.controller.ts", "TypeScript", 0, 0, 55, 0, 0, 0, 0, 11, 66
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\sensors\sensorCalibrationLogs\sensorCalibrationLog.dto.ts", "TypeScript", 0, 0, 67, 0, 0, 0, 0, 11, 78
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\sensors\sensorCalibrationLogs\sensorCalibrationLog.module.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 0, 5, 17
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\sensors\sensorCalibrationLogs\sensorCalibrationLog.service.ts", "TypeScript", 0, 0, 63, 0, 0, 0, 4, 14, 81
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\sensors\sensorCardLogs\sensorCardLogs.Module.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 0, 3, 15
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\sensors\sensorCardLogs\sensorCardLogs.controller.ts", "TypeScript", 0, 0, 55, 0, 0, 0, 0, 10, 65
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\sensors\sensorCardLogs\sensorCardLogs.dto.ts", "TypeScript", 0, 0, 50, 0, 0, 0, 0, 15, 65
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\sensors\sensorCardLogs\sensorCardLogs.service.ts", "TypeScript", 0, 0, 63, 0, 0, 0, 4, 14, 81
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\sensors\sensorCardParams\sensorCardParams.controller.ts", "TypeScript", 0, 0, 55, 0, 0, 0, 0, 11, 66
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\sensors\sensorCardParams\sensorCardParams.dto.ts", "TypeScript", 0, 0, 289, 0, 0, 0, 0, 7, 296
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\sensors\sensorCardParams\sensorCardParams.module.ts", "TypeScript", 0, 0, 13, 0, 0, 0, 0, 4, 17
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\sensors\sensorCardParams\sensorCardParams.service.ts", "TypeScript", 0, 0, 63, 0, 0, 0, 4, 14, 81
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\sensors\sensorCards\sensorCards.controller.ts", "TypeScript", 0, 0, 55, 0, 0, 0, 0, 11, 66
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\sensors\sensorCards\sensorCards.dto.ts", "TypeScript", 0, 0, 99, 0, 0, 0, 0, 13, 112
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\sensors\sensorCards\sensorCards.module.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 0, 3, 15
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\sensors\sensorCards\sensorCards.service.ts", "TypeScript", 0, 0, 63, 0, 0, 0, 4, 15, 82
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\sensors\sensorMoistureLogs\sensorMoistureLog.controller.ts", "TypeScript", 0, 0, 55, 0, 0, 0, 0, 8, 63
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\sensors\sensorMoistureLogs\sensorMoistureLog.dto.ts", "TypeScript", 0, 0, 67, 0, 0, 0, 0, 11, 78
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\sensors\sensorMoistureLogs\sensorMoistureLog.module.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 0, 3, 15
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\sensors\sensorMoistureLogs\sensorMoistureLog.service.ts", "TypeScript", 0, 0, 63, 0, 0, 0, 4, 14, 81
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\timerManagement\timerManagementDetail\timerManagementDetail.controller.ts", "TypeScript", 0, 0, 61, 0, 0, 0, 0, 11, 72
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\timerManagement\timerManagementDetail\timerManagementDetail.dto.ts", "TypeScript", 0, 0, 97, 0, 0, 0, 0, 18, 115
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\timerManagement\timerManagementDetail\timerManagementDetail.module.ts", "TypeScript", 0, 0, 14, 0, 0, 0, 0, 3, 17
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\timerManagement\timerManagementDetail\timerManagementDetail.service.ts", "TypeScript", 0, 0, 70, 0, 0, 0, 4, 12, 86
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\timerManagement\timerManagementLogs\timerManagementLogs.controller.ts", "TypeScript", 0, 0, 55, 0, 0, 0, 0, 10, 65
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\timerManagement\timerManagementLogs\timerManagementLogs.dto.ts", "TypeScript", 0, 0, 72, 0, 0, 0, 0, 9, 81
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\timerManagement\timerManagementLogs\timerManagementLogs.module.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 0, 5, 17
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\timerManagement\timerManagementLogs\timerManagementLogs.service.ts", "TypeScript", 0, 0, 63, 0, 0, 0, 4, 13, 80
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\timerManagement\timerManagement\timerManagement.controller.ts", "TypeScript", 0, 0, 55, 0, 0, 0, 0, 11, 66
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\timerManagement\timerManagement\timerManagement.dto.ts", "TypeScript", 0, 0, 60, 0, 0, 0, 0, 13, 73
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\timerManagement\timerManagement\timerManagement.module.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 0, 4, 16
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\timerManagement\timerManagement\timerManagement.service.ts", "TypeScript", 0, 0, 63, 0, 0, 0, 4, 13, 80
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\valveCards\pumpCardLogs\pumpCardLogs.controller.ts", "TypeScript", 0, 0, 55, 0, 0, 0, 0, 11, 66
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\valveCards\pumpCardLogs\pumpCardLogs.dto.ts", "TypeScript", 0, 0, 72, 0, 0, 0, 0, 9, 81
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\valveCards\pumpCardLogs\pumpCardLogs.module.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 0, 5, 17
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\valveCards\pumpCardLogs\pumpCardLogs.service.ts", "TypeScript", 0, 0, 63, 0, 0, 0, 4, 13, 80
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\valveCards\pumpCards\pumpCards.controller.ts", "TypeScript", 0, 0, 73, 0, 0, 0, 0, 16, 89
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\valveCards\pumpCards\pumpCards.dto.ts", "TypeScript", 0, 0, 127, 0, 0, 0, 0, 8, 135
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\valveCards\pumpCards\pumpCards.module.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 0, 2, 14
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\valveCards\pumpCards\pumpCards.service.ts", "TypeScript", 0, 0, 70, 0, 0, 0, 4, 13, 87
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\valveCards\valveCardLogs\valveCardLogs.controller.ts", "TypeScript", 0, 0, 47, 0, 0, 0, 0, 8, 55
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\valveCards\valveCardLogs\valveCardLogs.dto.ts", "TypeScript", 0, 0, 72, 0, 0, 0, 0, 9, 81
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\valveCards\valveCardLogs\valveCardLogs.module.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 0, 3, 15
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\valveCards\valveCardLogs\valveCardLogs.service.ts", "TypeScript", 0, 0, 63, 0, 0, 0, 4, 12, 79
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\valveCards\valveCards\valveCards.controller.ts", "TypeScript", 0, 0, 67, 0, 0, 0, 0, 17, 84
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\valveCards\valveCards\valveCards.dto.ts", "TypeScript", 0, 0, 188, 0, 0, 0, 0, 7, 195
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\valveCards\valveCards\valveCards.module.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 0, 2, 14
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\valveCards\valveCards\valveCards.service.ts", "TypeScript", 0, 0, 77, 0, 0, 0, 4, 17, 98
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\workGroupLogs\workGroupsLog.controller.ts", "TypeScript", 0, 0, 55, 0, 0, 0, 0, 10, 65
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\workGroupLogs\workGroupsLog.dto.ts", "TypeScript", 0, 0, 76, 0, 0, 0, 0, 8, 84
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\workGroupLogs\workGroupsLog.module.ts", "TypeScript", 0, 0, 14, 0, 0, 0, 0, 7, 21
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\workGroupLogs\workGroupsLog.service.ts", "TypeScript", 0, 0, 63, 0, 0, 0, 4, 13, 80
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\workGroup\workGroup.controller.ts", "TypeScript", 0, 0, 47, 0, 0, 0, 0, 12, 59
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\workGroup\workGroup.dto.ts", "TypeScript", 0, 0, 68, 0, 0, 0, 0, 10, 78
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\workGroup\workGroup.module.ts", "TypeScript", 0, 0, 13, 0, 0, 0, 0, 6, 19
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\src\units\workGroup\workGroup\workGroup.service.ts", "TypeScript", 0, 0, 54, 0, 0, 0, 4, 11, 69
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\test\app.e2e-spec.ts", "TypeScript", 0, 0, 20, 0, 0, 0, 0, 5, 25
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\test\jest-e2e.json", "JSON", 9, 0, 0, 0, 0, 0, 0, 1, 10
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\tsconfig.build.json", "JSON", 3, 0, 0, 0, 0, 0, 2, 0, 5
"c:\Users\Emir TARTAR\Desktop\SmartMolesProject\smart-moles-unit-of-work\tsconfig.json", "JSON with Comments", 0, 22, 0, 0, 0, 0, 0, 1, 23
"Total", "-", 21825, 22, 8092, 25, 526, 58, 221, 1397, 32166